awaypos,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,homepos,id,injury_time,match_id,n,pos_x,pos_y,possession,sortorder,stats,subtype,type,value
42,,58,,25,,352,,58,418310,,10482,70,,,,3,,possession,special,
37,,63,,45,1,352,,63,418425,,10482,101,,,,1,,possession,special,
43,,57,,70,,352,,57,418620,,10482,160,,,,0,,possession,special,
44,,56,,90,2,352,,56,418774,,10482,220,,,,2,,possession,special,
48,,52,,23,,352,,52,632287,,10487,68,,,,2,,possession,special,
50,,50,,45,3,352,,50,632491,,10487,129,,,,0,,possession,special,
48,,52,,68,,352,,52,632893,,10487,195,,,,0,,possession,special,
51,,49,,90,4,352,,49,633134,,10487,236,,,,1,,possession,special,
48,,52,,20,,352,,52,632264,,10490,48,,,,2,,possession,special,
46,,54,,45,,352,,54,632467,,10490,76,,,,1,,possession,special,
42,,58,,67,,352,,58,632814,,10490,106,,,,0,,possession,special,
40,,60,,90,,352,,60,633078,,10490,187,,,,2,,possession,special,
43,,57,,23,,352,,57,631765,,10491,54,,,,0,,possession,special,
42,,58,,45,5,352,,58,631817,,10491,122,,,,0,,possession,special,
44,,56,,68,,352,,56,631945,,10491,170,,,,0,,possession,special,
50,,50,,90,5,352,,50,632118,,10491,226,,,,1,,possession,special,
50,,50,,40,,352,,50,634574,,10492,61,,,,3,,possession,special,
52,,48,,84,,352,,48,634777,,10492,128,,,,0,,possession,special,
21,,79,,26,,352,,79,634974,,10495,42,,,,0,,possession,special,
25,,75,,45,1,352,,75,635094,,10495,110,,,,1,,possession,special,
30,,70,,70,,352,,70,635240,,10495,153,,,,2,,possession,special,
30,,70,,90,2,352,,70,635345,,10495,241,,,,1,,possession,special,
53,,47,,27,,352,,47,638957,,10497,64,,,,0,,possession,special,
60,,40,,71,,352,,40,639747,,10497,172,,,,2,,possession,special,
53,,47,,90,6,352,,47,640204,,10497,224,,,,0,,possession,special,
55,,45,,43,,352,,45,642587,,10499,92,,,,0,,possession,special,
39,,61,,25,,352,,61,641673,,10501,94,,,,0,,possession,special,
40,,60,,45,1,352,,60,641744,,10501,113,,,,1,,possession,special,
43,,57,,70,,352,,57,641901,,10501,190,,,,2,,possession,special,
44,,56,,90,,352,,56,641984,,10501,252,,,,4,,possession,special,
46,,54,,23,,352,,54,650145,,10510,137,,,,1,,possession,special,
48,,52,,46,,352,,52,650335,,10510,115,,,,0,,possession,special,
46,,54,,68,,352,,54,650715,,10510,149,,,,8,,possession,special,
43,,57,,90,4,352,,57,651038,,10510,258,,,,1,,possession,special,
48,,52,,24,,352,,52,649257,,10512,60,,,,2,,possession,special,
47,,53,,44,,352,,53,649343,,10512,108,,,,0,,possession,special,
49,,51,,69,,352,,51,649486,,10512,161,,,,0,,possession,special,
52,,48,,89,,352,,48,649569,,10512,201,,,,1,,possession,special,
49,,51,,25,,352,,51,652652,,10513,61,,,,2,,possession,special,
46,,54,,45,,352,,54,652740,,10513,110,,,,2,,possession,special,
41,,59,,70,,352,,59,652870,,10513,164,,,,0,,possession,special,
38,,62,,90,,352,,62,652944,,10513,196,,,,0,,possession,special,
48,,52,,25,,352,,52,659855,,10518,62,,,,0,,possession,special,
46,,54,,45,,352,,54,660059,,10518,89,,,,3,,possession,special,
46,,54,,70,,352,,54,660398,,10518,161,,,,0,,possession,special,
46,,54,,90,,352,,54,660586,,10518,183,,,,0,,possession,special,
51,,49,,23,,352,,49,659833,,10521,59,,,,0,,possession,special,
48,,52,,45,2,352,,52,660084,,10521,102,,,,0,,possession,special,
46,,54,,68,,352,,54,660416,,10521,144,,,,0,,possession,special,
45,,55,,90,,352,,55,660621,,10521,189,,,,4,,possession,special,
51,,49,,25,,352,,49,658903,,10522,60,,,,0,,possession,special,
57,,43,,45,,352,,43,658989,,10522,154,,,,1,,possession,special,
57,,43,,70,,352,,43,659147,,10522,220,,,,1,,possession,special,
52,,48,,90,,352,,48,659229,,10522,217,,,,3,,possession,special,
50,,50,,25,,352,,50,662214,,10523,56,,,,1,,possession,special,
55,,45,,45,,352,,45,662274,,10523,138,,,,0,,possession,special,
45,,55,,70,,352,,55,662394,,10523,195,,,,3,,possession,special,
45,,55,,90,,352,,55,662474,,10523,181,,,,1,,possession,special,
61,,39,,27,,352,,39,658182,,10526,79,,,,0,,possession,special,
56,,44,,73,,352,,44,658453,,10526,81,,,,0,,possession,special,
53,,47,,89,,352,,47,658560,,10526,162,,,,0,,possession,special,
48,,52,,45,1,352,,52,658712,,10526,169,,,,0,,possession,special,
28,,72,,25,,352,,72,668300,,10527,83,,,,0,,possession,special,
50,,50,,45,,352,,50,668483,,10527,134,,,,1,,possession,special,
29,,71,,70,,352,,71,668890,,10527,111,,,,0,,possession,special,
33,,67,,90,,352,,67,669130,,10527,165,,,,0,,possession,special,
51,,49,,25,,352,,49,667320,,10531,68,,,,0,,possession,special,
51,,49,,45,,352,,49,667401,,10531,126,,,,3,,possession,special,
49,,51,,70,,352,,51,667516,,10531,187,,,,0,,possession,special,
44,,56,,90,,352,,56,667614,,10531,230,,,,0,,possession,special,
70,,30,,25,,352,,30,668287,,10532,55,,,,0,,possession,special,
73,,27,,44,,352,,27,668463,,10532,86,,,,0,,possession,special,
70,,30,,69,,352,,30,668859,,10532,139,,,,1,,possession,special,
74,,26,,90,,352,,26,669092,,10532,179,,,,0,,possession,special,
57,,43,,25,,352,,43,670629,,10534,64,,,,2,,possession,special,
55,,45,,45,4,352,,45,670757,,10534,75,,,,0,,possession,special,
53,,47,,70,,352,,47,670885,,10534,211,,,,1,,possession,special,
52,,48,,90,7,352,,48,671021,,10534,232,,,,1,,possession,special,
23,,77,,22,,352,,77,668289,,10535,43,,,,1,,possession,special,
28,,72,,33,,352,,72,668376,,10535,82,,,,0,,possession,special,
30,,70,,44,,352,,70,668489,,10535,67,,,,0,,possession,special,
34,,66,,67,,352,,66,668880,,10535,188,,,,0,,possession,special,
34,,66,,78,,352,,66,669011,,10535,158,,,,1,,possession,special,
36,,64,,89,,352,,64,669153,,10535,213,,,,1,,possession,special,
48,,52,,26,,352,,52,666724,,10536,32,,,,1,,possession,special,
42,,58,,45,1,352,,58,666789,,10536,66,,,,1,,possession,special,
40,,60,,90,1,352,,60,667023,,10536,191,,,,3,,possession,special,
41,,59,,25,,352,,59,675853,,10539,60,,,,1,,possession,special,
47,,53,,45,,352,,53,675921,,10539,85,,,,0,,possession,special,
45,,55,,70,,352,,55,676080,,10539,177,,,,0,,possession,special,
48,,52,,90,,352,,52,676190,,10539,221,,,,0,,possession,special,
37,,63,,25,,352,,63,678372,,10540,77,,,,0,,possession,special,
38,,62,,45,,352,,62,678467,,10540,116,,,,0,,possession,special,
38,,62,,70,,352,,62,678607,,10540,190,,,,2,,possession,special,
38,,62,,90,,352,,62,678697,,10540,227,,,,0,,possession,special,
63,,37,,25,,352,,37,676782,,10541,43,,,,2,,possession,special,
52,,48,,44,,352,,48,676943,,10541,81,,,,1,,possession,special,
54,,46,,70,,352,,46,677259,,10541,141,,,,2,,possession,special,
55,,45,,88,,352,,45,677379,,10541,173,,,,1,,possession,special,
52,,48,,23,,352,,48,676764,,10544,101,,,,2,,possession,special,
57,,43,,45,6,352,,43,677078,,10544,131,,,,1,,possession,special,
58,,42,,68,,352,,42,677273,,10544,160,,,,0,,possession,special,
57,,43,,90,5,352,,43,677468,,10544,267,,,,1,,possession,special,
47,,53,,23,,352,,53,675052,,10546,48,,,,0,,possession,special,
45,,55,,41,,352,,55,675193,,10546,74,,,,1,,possession,special,
44,,56,,64,,352,,56,675404,,10546,123,,,,0,,possession,special,
45,,55,,86,,352,,55,675494,,10546,130,,,,0,,possession,special,
51,,49,,25,,352,,49,685355,,10547,71,,,,0,,possession,special,
48,,52,,45,,352,,52,685554,,10547,104,,,,4,,possession,special,
51,,49,,70,,352,,49,685973,,10547,208,,,,0,,possession,special,
51,,49,,90,,352,,49,686198,,10547,201,,,,2,,possession,special,
33,,67,,23,,352,,67,683705,,10550,47,,,,8,,possession,special,
38,,62,,45,1,352,,62,683794,,10550,63,,,,1,,possession,special,
46,,54,,68,,352,,54,683919,,10550,180,,,,6,,possession,special,
42,,58,,90,5,352,,58,684046,,10550,250,,,,0,,possession,special,
46,,54,,26,,352,,54,685351,,10551,42,,,,4,,possession,special,
48,,52,,45,1,352,,52,685549,,10551,124,,,,1,,possession,special,
45,,55,,69,,352,,55,685963,,10551,130,,,,1,,possession,special,
44,,56,,89,,352,,56,686180,,10551,189,,,,1,,possession,special,
44,,56,,25,,352,,56,687629,,10552,44,,,,0,,possession,special,
46,,54,,45,,352,,54,687716,,10552,138,,,,0,,possession,special,
49,,51,,70,,352,,51,687844,,10552,169,,,,0,,possession,special,
50,,50,,90,,352,,50,687915,,10552,210,,,,0,,possession,special,
43,,57,,23,,352,,57,685306,,10553,59,,,,0,,possession,special,
41,,59,,45,2,352,,59,685540,,10553,124,,,,0,,possession,special,
40,,60,,68,,352,,60,685950,,10553,187,,,,0,,possession,special,
39,,61,,90,5,352,,61,686226,,10553,253,,,,1,,possession,special,
53,,47,,23,,352,,47,684360,,10556,82,,,,5,,possession,special,
55,,45,,45,1,352,,45,684448,,10556,121,,,,0,,possession,special,
56,,44,,68,,352,,44,684629,,10556,186,,,,8,,possession,special,
57,,43,,90,5,352,,43,684737,,10556,250,,,,2,,possession,special,
48,,52,,25,,352,,52,690171,,10559,62,,,,1,,possession,special,
46,,54,,45,,352,,54,690339,,10559,88,,,,4,,possession,special,
43,,57,,70,,352,,57,690570,,10559,164,,,,1,,possession,special,
43,,57,,90,,352,,57,690694,,10559,176,,,,1,,possession,special,
52,,48,,24,,352,,48,690151,,10564,38,,,,1,,possession,special,
55,,45,,45,,352,,45,690322,,10564,65,,,,0,,possession,special,
53,,47,,68,,352,,47,690532,,10564,158,,,,2,,possession,special,
51,,49,,90,,352,,49,690678,,10564,136,,,,0,,possession,special,
58,,42,,25,,352,,42,690161,,10566,66,,,,2,,possession,special,
52,,48,,45,1,352,,48,690341,,10566,131,,,,2,,possession,special,
56,,44,,70,,352,,44,690553,,10566,207,,,,0,,possession,special,
56,,44,,90,6,352,,44,690744,,10566,238,,,,0,,possession,special,
46,,54,,18,,352,,54,696010,,10568,31,,,,1,,possession,special,
48,,52,,32,,352,,52,696180,,10568,72,,,,1,,possession,special,
49,,51,,65,,352,,51,696640,,10568,147,,,,1,,possession,special,
49,,51,,78,,352,,51,696810,,10568,177,,,,0,,possession,special,
49,,51,,90,1,352,,51,696943,,10568,202,,,,3,,possession,special,
60,,40,,26,,352,,40,696121,,10571,108,,,,0,,possession,special,
62,,38,,45,1,352,,38,696369,,10571,107,,,,4,,possession,special,
59,,41,,70,,352,,41,696738,,10571,174,,,,2,,possession,special,
58,,42,,90,1,352,,42,696962,,10571,207,,,,0,,possession,special,
56,,44,,25,,352,,44,696138,,10572,63,,,,0,,possession,special,
56,,44,,45,,352,,44,696351,,10572,108,,,,1,,possession,special,
55,,45,,70,,352,,45,696754,,10572,168,,,,0,,possession,special,
56,,44,,90,,352,,44,696960,,10572,182,,,,0,,possession,special,
45,,55,,29,,352,,55,696148,,10573,59,,,,0,,possession,special,
42,,58,,45,,352,,58,696339,,10573,90,,,,1,,possession,special,
44,,56,,64,,352,,56,696648,,10573,144,,,,0,,possession,special,
45,,55,,87,,352,,55,696923,,10573,194,,,,0,,possession,special,
42,,58,,25,,352,,58,696102,,10576,72,,,,0,,possession,special,
48,,52,,45,2,352,,52,696366,,10576,130,,,,0,,possession,special,
49,,51,,70,,352,,51,696737,,10576,221,,,,1,,possession,special,
49,,51,,90,3,352,,51,696991,,10576,291,,,,5,,possession,special,
52,,48,,31,,352,,48,419875,,10580,63,,,,1,,possession,special,
54,,46,,44,,352,,46,419907,,10580,92,,,,0,,possession,special,
54,,46,,62,,352,,46,420284,,10580,157,,,,0,,possession,special,
56,,44,,85,,352,,44,420580,,10580,183,,,,3,,possession,special,
40,,60,,16,,352,,60,419599,,10581,105,,,,1,,possession,special,
45,,55,,32,,352,,55,419802,,10581,11,,,,0,,possession,special,
45,,55,,45,1,352,,55,419917,,10581,142,,,,1,,possession,special,
45,,55,,66,,352,,55,420301,,10581,31,,,,0,,possession,special,
44,,56,,90,5,352,,56,420693,,10581,210,,,,1,,possession,special,
64,,36,,25,,352,,36,419852,,10582,62,,,,5,,possession,special,
60,,40,,42,,352,,40,419915,,10582,55,,,,5,,possession,special,
59,,41,,71,,352,,41,420414,,10582,116,,,,3,,possession,special,
54,,46,,86,,352,,46,420612,,10582,134,,,,2,,possession,special,
57,,43,,45,,352,,43,424176,,10589,215,,,,0,,possession,special,
56,,44,,70,,352,,44,424306,,10589,235,,,,0,,possession,special,
57,,43,,90,,352,,43,424426,,10589,210,,,,0,,possession,special,
45,,55,,23,,352,,55,425645,,10590,26,,,,8,,possession,special,
48,,52,,45,3,352,,52,425764,,10590,80,,,,0,,possession,special,
54,,46,,70,,352,,46,425984,,10590,161,,,,0,,possession,special,
57,,43,,90,5,352,,43,426112,,10590,194,,,,0,,possession,special,
47,,53,,23,,352,,53,427480,,10592,67,,,,0,,possession,special,
50,,50,,45,1,352,,50,427586,,10592,189,,,,0,,possession,special,
50,,50,,68,,352,,50,427815,,10592,161,,,,8,,possession,special,
47,,53,,90,6,352,,53,427932,,10592,205,,,,0,,possession,special,
59,,41,,25,,352,,41,436279,,10598,45,,,,0,,possession,special,
57,,43,,44,,352,,43,436439,,10598,91,,,,1,,possession,special,
66,,34,,71,,352,,34,437169,,10598,167,,,,2,,possession,special,
63,,37,,90,,352,,37,437533,,10598,187,,,,1,,possession,special,
73,,27,,25,,352,,27,439907,,10600,62,,,,1,,possession,special,
73,,27,,45,2,352,,27,440030,,10600,121,,,,0,,possession,special,
70,,30,,70,,352,,30,440261,,10600,203,,,,1,,possession,special,
68,,32,,90,3,352,,32,440368,,10600,276,,,,1,,possession,special,
46,,54,,23,,352,,54,436250,,10602,39,,,,0,,possession,special,
49,,51,,43,,352,,51,436422,,10602,73,,,,0,,possession,special,
55,,45,,69,,352,,45,437130,,10602,130,,,,1,,possession,special,
54,,46,,89,,352,,46,437539,,10602,177,,,,3,,possession,special,
40,,60,,25,,352,,60,435383,,10603,71,,,,2,,possession,special,
41,,59,,45,2,352,,59,435522,,10603,137,,,,3,,possession,special,
40,,60,,70,,352,,60,435681,,10603,203,,,,2,,possession,special,
39,,61,,90,6,352,,61,435781,,10603,271,,,,3,,possession,special,
59,,41,,18,,352,,41,450019,,10607,37,,,,0,,possession,special,
57,,43,,33,,352,,43,450143,,10607,70,,,,0,,possession,special,
56,,44,,45,1,352,,44,450255,,10607,96,,,,1,,possession,special,
49,,51,,67,,352,,51,450513,51,10607,141,,,,0,,possession,special,
46,,54,,77,,352,,54,450593,,10607,157,,,,0,,possession,special,
45,,55,,86,,352,,55,450680,,10607,177,,,,1,,possession,special,
39,,61,,25,,352,,61,452171,,10609,65,,,,1,,possession,special,
41,,59,,45,2,352,,59,452259,,10609,129,,,,0,,possession,special,
42,,58,,70,,352,,58,452393,,10609,204,,,,1,,possession,special,
44,,56,,90,3,352,,56,452487,,10609,269,,,,2,,possession,special,
54,,46,,21,,352,,46,448700,,10613,23,,,,1,,possession,special,
49,,51,,45,,352,,51,448864,,10613,105,,,,1,,possession,special,
45,,55,,66,,352,,55,449058,,10613,122,,,,3,,possession,special,
47,,53,,83,,352,,53,449137,,10613,153,,,,0,,possession,special,
37,,63,,38,,352,,63,457969,,10618,76,,,,3,,possession,special,
36,,64,,90,1,352,,64,458356,,10618,175,,,,1,,possession,special,
50,,50,,45,1,352,,50,459053,,10624,111,,,,0,,possession,special,
49,,51,,68,,352,,51,459541,,10624,161,,,,0,,possession,special,
48,,52,,90,1,352,,52,459921,,10624,231,,,,2,,possession,special,
48,,52,,56,,352,,52,551522,,10628,143,,,,1,,possession,special,
43,,57,,77,,352,,57,551655,,10628,129,,,,2,,possession,special,
54,,46,,46,,352,,46,817892,,10649,102,,,,0,,possession,special,
51,,49,,70,,352,,49,818201,,10649,150,,,,0,,possession,special,
52,,48,,90,5,352,,48,818504,,10649,213,,,,1,,possession,special,
48,,52,,26,,352,,52,819131,,10650,65,,,,0,,possession,special,
49,,51,,45,1,352,,51,819224,,10650,101,,,,1,,possession,special,
48,,52,,70,,352,,52,819330,,10650,179,,,,0,,possession,special,
46,,54,,90,1,352,,54,819373,,10650,227,,,,1,,possession,special,
37,,63,,25,,352,,63,817613,,10651,75,,,,1,,possession,special,
36,,64,,45,1,352,,64,817887,,10651,128,,,,3,,possession,special,
37,,63,,70,,352,,63,818229,,10651,185,,,,1,,possession,special,
38,,62,,90,1,352,,62,818476,,10651,225,,,,0,,possession,special,
52,,48,,45,,352,,48,817932,,10654,83,,,,0,,possession,special,
48,,52,,80,,352,,52,818404,,10654,180,,,,2,,possession,special,
52,,48,,88,,352,,48,818506,,10654,220,,,,2,,possession,special,
52,,48,,25,,352,,48,824040,,10659,40,,,,2,,possession,special,
45,,55,,45,,352,,55,824247,,10659,79,,,,2,,possession,special,
45,,55,,70,,352,,55,824619,,10659,122,,,,1,,possession,special,
45,,55,,90,,352,,55,824872,,10659,152,,,,1,,possession,special,
35,,65,,24,,352,,65,821968,,10660,38,,,,2,,possession,special,
33,,67,,44,,352,,67,822152,,10660,77,,,,2,,possession,special,
40,,60,,69,,352,,60,822492,,10660,122,,,,2,,possession,special,
37,,63,,89,,352,,63,822680,,10660,157,,,,0,,possession,special,
42,,58,,46,,352,,58,824335,,10663,125,,,,1,,possession,special,
43,,57,,59,,352,,57,824482,,10663,75,,,,0,,possession,special,
45,,55,,78,,352,,55,824697,,10663,114,,,,0,,possession,special,
46,,54,,87,,352,,54,824815,,10663,97,,,,2,,possession,special,
46,,54,,22,,352,,54,823187,,10666,58,,,,3,,possession,special,
42,,58,,44,,352,,58,823266,,10666,98,,,,0,,possession,special,
45,,55,,70,,352,,55,823365,,10666,72,,,,0,,possession,special,
44,,56,,90,,352,,56,823406,,10666,116,,,,0,,possession,special,
36,,64,,25,,352,,64,835112,,10672,48,,,,2,,possession,special,
40,,60,,45,,352,,60,835327,,10672,104,,,,1,,possession,special,
45,,55,,70,,352,,55,835898,,10672,83,,,,1,,possession,special,
46,,54,,90,,352,,54,836267,,10672,106,,,,1,,possession,special,
36,,64,,24,,352,,64,838169,,10673,97,,,,1,,possession,special,
35,,65,,44,,352,,65,838252,,10673,55,,,,0,,possession,special,
37,,63,,68,,352,,63,838384,,10673,177,,,,2,,possession,special,
40,,60,,89,,352,,60,838480,,10673,183,,,,1,,possession,special,
60,,40,,25,,352,,40,835122,,10674,53,,,,1,,possession,special,
55,,45,,45,,352,,45,835348,,10674,97,,,,2,,possession,special,
50,,50,,70,,352,,50,835921,,10674,132,,,,1,,possession,special,
40,,60,,90,,352,,60,836296,,10674,219,,,,3,,possession,special,
76,,24,,25,,352,,24,844839,,10677,70,,,,0,,possession,special,
73,,27,,45,,352,,27,845043,,10677,156,,,,2,,possession,special,
67,,33,,70,,352,,33,845367,,10677,175,,,,3,,possession,special,
64,,36,,90,,352,,36,845552,,10677,170,,,,2,,possession,special,
38,,62,,21,,352,,62,845910,,10678,33,,,,0,,possession,special,
38,,62,,65,,352,,62,846103,,10678,119,,,,1,,possession,special,
38,,62,,25,,352,,62,849423,,10679,71,,,,2,,possession,special,
42,,58,,45,,352,,58,849501,,10679,110,,,,0,,possession,special,
42,,58,,70,,352,,58,849655,,10679,179,,,,1,,possession,special,
46,,54,,90,,352,,54,849743,,10679,235,,,,2,,possession,special,
34,,66,,25,,352,,66,846772,,10681,55,,,,2,,possession,special,
32,,68,,45,,352,,68,847000,,10681,141,,,,2,,possession,special,
35,,65,,70,,352,,65,847521,,10681,155,,,,0,,possession,special,
40,,60,,90,,352,,60,847780,,10681,232,,,,1,,possession,special,
52,,48,,25,,352,,48,858229,,10689,68,,,,1,,possession,special,
61,,39,,45,,352,,39,858481,,10689,131,,,,2,,possession,special,
66,,34,,70,,352,,34,858950,,10689,171,,,,2,,possession,special,
68,,32,,90,2,352,,32,859243,,10689,234,,,,6,,possession,special,
56,,44,,25,,352,,44,857000,,10692,59,,,,2,,possession,special,
54,,46,,45,,352,,46,857106,,10692,112,,,,0,,possession,special,
60,,40,,70,,352,,40,857259,,10692,178,,,,1,,possession,special,
59,,41,,90,,352,,41,857352,,10692,219,,,,0,,possession,special,
47,,53,,25,,352,,53,858241,,10693,65,,,,3,,possession,special,
46,,54,,45,,352,,54,858507,,10693,111,,,,2,,possession,special,
46,,54,,70,,352,,54,858975,,10693,166,,,,2,,possession,special,
40,,60,,90,1,352,,60,859266,,10693,207,,,,1,,possession,special,
37,,63,,21,,352,,63,868442,,10699,35,,,,2,,possession,special,
46,,54,,43,,352,,54,868579,,10699,67,,,,1,,possession,special,
41,,59,,69,,352,,59,868862,,10699,109,,,,1,,possession,special,
48,,52,,25,,352,,52,867670,,10700,72,,,,0,,possession,special,
51,,49,,45,,352,,49,867777,,10700,129,,,,4,,possession,special,
52,,48,,70,,352,,48,867933,,10700,166,,,,1,,possession,special,
50,,50,,90,,352,,50,868023,,10700,211,,,,2,,possession,special,
43,,57,,25,,352,,57,866464,,10702,84,,,,1,,possession,special,
35,,65,,45,,352,,65,866675,,10702,172,,,,3,,possession,special,
30,,70,,70,,352,,70,867021,,10702,158,,,,0,,possession,special,
30,,70,,90,1,352,,70,867207,,10702,206,,,,1,,possession,special,
54,,46,,24,,352,,46,870952,,10705,57,,,,1,,possession,special,
56,,44,,45,2,352,,44,871062,,10705,150,,,,1,,possession,special,
51,,49,,70,,352,,49,871223,,10705,226,,,,1,,possession,special,
52,,48,,90,1,352,,48,871297,,10705,238,,,,1,,possession,special,
45,,55,,25,,352,,55,878378,,10709,42,,,,2,,possession,special,
41,,59,,45,,352,,59,878556,,10709,142,,,,2,,possession,special,
45,,55,,70,,352,,55,878892,,10709,154,,,,0,,possession,special,
45,,55,,90,,352,,55,879075,,10709,181,,,,1,,possession,special,
51,,49,,25,,352,,49,880069,,10712,39,,,,3,,possession,special,
50,,50,,45,,352,,50,880257,,10712,78,,,,0,,possession,special,
49,,51,,70,,352,,51,880528,,10712,183,,,,1,,possession,special,
48,,52,,90,,352,,52,880720,,10712,221,,,,2,,possession,special,
36,,64,,25,,352,,64,880118,,10713,106,,,,0,,possession,special,
40,,60,,45,,352,,60,880262,,10713,115,,,,2,,possession,special,
41,,59,,70,,352,,59,880518,,10713,177,,,,0,,possession,special,
35,,65,,90,,352,,65,880711,,10713,192,,,,1,,possession,special,
65,,35,,25,,352,,35,918587,,10717,86,,,,0,,possession,special,
65,,35,,43,,352,,35,918739,,10717,135,,,,2,,possession,special,
62,,38,,48,,352,,38,918809,,10717,39,,,,0,,possession,special,
64,,36,,61,,352,,36,918864,,10717,137,,,,1,,possession,special,
66,,34,,89,,352,,34,918964,,10717,161,,,,4,,possession,special,
52,,48.6,,24,,352,,48,918566,,10719,42,,,,0,,possession,special,
47,,53.4,,67,,352,,53,918877,,10719,148,,,,0,,possession,special,
48,,52,,25,,352,,52,892055,,10720,55,,,,0,,possession,special,
46,,54,,45,,352,,54,892150,,10720,103,,,,2,,possession,special,
48,,52,,70,,352,,52,892259,,10720,143,,,,0,,possession,special,
46,,54,,90,,352,,54,892361,,10720,176,,,,0,,possession,special,
35,,65,,21,,352,,65,890089,,10721,66,,,,0,,possession,special,
31,,69,,41,,352,,69,890214,,10721,89,,,,1,,possession,special,
35,,65,,56,,352,,65,890474,,10721,115,,,,0,,possession,special,
33,,67,,90,5,352,,67,890807,,10721,166,,,,1,,possession,special,
39,,61,,25,,352,,61,890182,,10725,185,,,,0,,possession,special,
38,,62,,45,,352,,62,890233,,10725,217,,,,3,,possession,special,
41,,59,,70,,352,,59,890555,,10725,201,,,,1,,possession,special,
43,,57,,90,,352,,57,890744,,10725,258,,,,0,,possession,special,
46,,54.7,,31,,352,,54,967826,,10726,94,,,,1,,possession,special,
47,,53,,42,,352,,53,967903,,10726,116,,,,1,,possession,special,
44,,56.1,,65,,352,,56,968092,,10726,196,,,,5,,possession,special,
45,,55.9,,88,,352,,55,968232,,10726,243,,,,0,,possession,special,
61,,39,,25,,352,,39,900459,,10729,52,,,,2,,possession,special,
58,,42,,45,1,352,,42,900618,,10729,86,,,,0,,possession,special,
57,,43,,70,,352,,43,900873,,10729,156,,,,0,,possession,special,
53,,47,,90,5,352,,47,901104,,10729,236,,,,0,,possession,special,
63,,37,,29,,352,,37,900095,,10731,49,,,,1,,possession,special,
62,,38,,45,,352,,38,900141,,10731,84,,,,1,,possession,special,
61,,39,,61,,352,,39,900186,,10731,111,,,,1,,possession,special,
58,,42,,90,7,352,,42,900265,,10731,183,,,,0,,possession,special,
47,,53,,23,,352,,53,900474,,10732,41,,,,2,,possession,special,
47,,53,,41,,352,,53,900614,,10732,66,,,,1,,possession,special,
48,,52,,62,,352,,52,900846,,10732,112,,,,0,,possession,special,
52,,48,,80,,352,,48,901011,,10732,131,,,,1,,possession,special,
40,,60,,25,,352,,60,901319,,10733,108,,,,0,,possession,special,
36,,64,,45,,352,,64,901350,,10733,32,,,,1,,possession,special,
41,,59,,70,,352,,59,901413,,10733,145,,,,0,,possession,special,
42,,58,,90,,352,,58,901441,,10733,134,,,,2,,possession,special,
47,,53,,44,,352,,53,900613,,10734,80,,,,0,,possession,special,
50,,50,,35,,352,,50,900617,,10734,76,,,,1,,possession,special,
44,,56,,89,,352,,56,901047,,10734,193,,,,1,,possession,special,
47,,53,,65,,352,,53,901050,,10734,192,,,,0,,possession,special,
42,,58,,30,,352,,58,900510,,10736,52,,,,0,,possession,special,
44,,56,,45,1,352,,56,900625,,10736,84,,,,0,,possession,special,
41,,59,,59,,352,,59,900793,,10736,120,,,,3,,possession,special,
43,,57,,90,4,352,,57,901101,,10736,189,,,,0,,possession,special,
49,,51,,25,,352,,51,903160,,10738,27,,,,0,,possession,special,
42,,58,,45,1,352,,58,903317,,10738,72,,,,0,,possession,special,
41,,59,,72,,352,,59,903556,,10738,129,,,,0,,possession,special,
42,,58,,90,3,352,,58,903711,,10738,195,,,,2,,possession,special,
28,,72,,25,,352,,72,902455,,10740,44,,,,0,,possession,special,
33,,67,,45,,352,,67,902543,,10740,76,,,,0,,possession,special,
39,,61,,70,,352,,61,902706,,10740,149,,,,0,,possession,special,
41,,59,,90,,352,,59,902796,,10740,193,,,,2,,possession,special,
55,,45,,25,,352,,45,904417,,10741,85,,,,2,,possession,special,
58,,42,,45,,352,,42,904524,,10741,58,,,,1,,possession,special,
60,,40,,70,,352,,40,904725,,10741,137,,,,0,,possession,special,
61,,39,,90,,352,,39,904807,,10741,220,,,,0,,possession,special,
49,,51,,44,,352,,51,903299,,10742,60,,,,0,,possession,special,
57,,43,,35,,352,,43,903303,,10742,149,,,,1,,possession,special,
44,,56,,75,,352,,56,903563,,10742,173,,,,0,,possession,special,
43,,57,,90,1,352,,57,903682,,10742,190,,,,0,,possession,special,
60,,40,,25,,352,,40,903171,,10743,86,,,,5,,possession,special,
62,,38,,40,,352,,38,903279,,10743,121,,,,1,,possession,special,
55,,45,,71,,352,,45,903533,,10743,214,,,,0,,possession,special,
54,,46,,90,,352,,46,903680,,10743,266,,,,0,,possession,special,
58,,42,,25,,352,,42,901767,,10745,17,,,,1,,possession,special,
59,,41,,45,,352,,41,901871,,10745,65,,,,1,,possession,special,
62,,38,,70,,352,,38,902080,,10745,155,,,,2,,possession,special,
63,,37,,90,,352,,37,902151,,10745,160,,,,1,,possession,special,
45,,55,,25,,352,,55,913743,,10757,44,,,,1,,possession,special,
45,,55,,45,,352,,55,913959,,10757,77,,,,2,,possession,special,
42,,58,,70,,352,,58,914404,,10757,135,,,,2,,possession,special,
41,,59,,90,,352,,59,914619,,10757,171,,,,1,,possession,special,
